Week Start,Week End,Category,Transaction Count,Transaction Value SAR,Average Ticket SAR
2026-03-22,2026-03-28,Food & Beverages,49789000,2153000000,43.242483279439234
2026-03-22,2026-03-28,Furniture & Home Supplies,2268000,349838000,154.2495590828924
2026-03-22,2026-03-28,Gas Stations,16074000,954278000,59.36779892994899
2026-03-22,2026-03-28,Health,8610000,667355000,77.50929152148665
2026-03-22,2026-03-28,Hotels,891000,325613000,365.4466891133558
2026-03-22,2026-03-28,Jewelry,369000,785888000,2129.777777777778
2026-03-22,2026-03-28,Laundry Services,3227000,61862000,19.170127052990395
2026-03-22,2026-03-28,Others,35620000,1923090000,53.98905109489051
2026-03-22,2026-03-28,Professional & Business Services,11924000,654476000,54.88728614558873
2026-03-22,2026-03-28,Public Utilities & Services,762000,45703000,59.97769028871391
2026-03-22,2026-03-28,Recreation & Culture,3624000,352244000,97.19757174392936
2026-03-22,2026-03-28,Restaurants & Cafés,57700000,1983755000,34.38050259965338
2026-03-22,2026-03-28,Telecommunication,4306000,180452000,41.90710636321412
2026-03-22,2026-03-28,Transportation,6261000,807248000,128.93275834531224
2026-03-29,2026-04-04,"Apparel, Clothing & Accessories",9117000,1075823000,118.00186464845892
2026-03-29,2026-04-04,Bakeries & Pastries,6705000,268963000,40.1137956748695
2026-03-29,2026-04-04,Construction & Building Materials,2738000,412133000,150.52337472607744
2026-03-29,2026-04-04,Education,227000,296546000,1306.3700440528635
2026-03-29,2026-04-04,Electronic & Electric Devices,2153000,216006000,100.32791453785416
2026-03-29,2026-04-04,Food & Beverages,56864000,2448257000,43.05460396736072
2026-03-29,2026-04-04,Furniture & Home Supplies,2712000,478576000,176.4660766961652
2026-03-29,2026-04-04,Gas Stations,17500000,1020575000,58.31857142857143
2026-03-29,2026-04-04,Health,10320000,920007000,89.14796511627907
2026-03-29,2026-04-04,Hotels,752000,265080000,352.5
2026-03-29,2026-04-04,Jewelry,337000,553228000,1641.626112759644
2026-03-29,2026-04-04,Laundry Services,3319000,65865000,19.84483278095812
2026-03-29,2026-04-04,Others,40648000,2274755000,55.962285967329265
2026-03-29,2026-04-04,Professional & Business Services,13732000,801911000,58.397247305563646
2026-03-29,2026-04-04,Public Utilities & Services,929000,60848000,65.4983853606028
2026-03-29,2026-04-04,Recreation & Culture,4230000,399106000,94.35130023640662
2026-03-29,2026-04-04,Restaurants & Cafés,62127000,1819451000,29.285994817068264
2026-03-29,2026-04-04,Telecommunication,5077000,217316000,42.80401812093756
2026-03-29,2026-04-04,Transportation,7019000,1112994000,158.5687419860379
2026-04-05,2026-04-11,"Apparel, Clothing & Accessories",8676000,995841000,114.7811203319502
2026-04-05,2026-04-11,Bakeries & Pastries,6693000,251003000,37.502315852383084
2026-04-05,2026-04-11,Construction & Building Materials,2712000,404333000,149.09033923303835
2026-04-05,2026-04-11,Education,213000,220093000,1033.3004694835681
2026-04-05,2026-04-11,Electronic & Electric Devices,2071000,200641000,96.88121680347658
2026-04-05,2026-04-11,Food & Beverages,56383000,2168393000,38.458276430839085
2026-04-05,2026-04-11,Furniture & Home Supplies,2613000,443498000,169.7275162648297
2026-04-05,2026-04-11,Gas Stations,17490000,999421000,57.14242424242424
2026-04-05,2026-04-11,Health,10085000,891879000,88.43619236489836
2026-04-05,2026-04-11,Hotels,719000,215178000,299.2739916550765
2026-04-05,2026-04-11,Jewelry,290000,414007000,1427.6103448275862
2026-04-05,2026-04-11,Laundry Services,3108000,56148000,18.065637065637066
2026-04-05,2026-04-11,Others,39871000,2030098000,50.91665621629756
2026-04-05,2026-04-11,Professional & Business Services,13657000,744804000,54.53642820531596
2026-04-05,2026-04-11,Public Utilities & Services,897000,55130000,61.46042363433668
2026-04-05,2026-04-11,Recreation & Culture,4226000,344516000,81.5229531471841
2026-04-05,2026-04-11,Restaurants & Cafés,61778000,1780565000,28.82199164751206
2026-04-05,2026-04-11,Telecommunication,4738000,182950000,38.61333896158717
2026-04-05,2026-04-11,Transportation,6568000,975531000,148.52786236297197
2026-04-12,2026-04-18,"Apparel, Clothing & Accessories",7953000,907300000,114.08273607443732
2026-04-12,2026-04-18,Bakeries & Pastries,6469000,233971000,36.16803215334673
2026-04-12,2026-04-18,Construction & Building Materials,2600000,384093000,147.7280769230769
2026-04-12,2026-04-18,Education,181000,160186000,885.0055248618785
2026-04-12,2026-04-18,Electronic & Electric Devices,1958000,185040000,94.50459652706844
2026-04-12,2026-04-18,Food & Beverages,54593000,1997249000,36.584342314948806
2026-04-12,2026-04-18,Furniture & Home Supplies,2406000,413695000,171.94305901911886
2026-04-12,2026-04-18,Gas Stations,17073000,959404000,56.19422479939085
2026-04-12,2026-04-18,Health,9513000,822362000,86.44612635341112
2026-04-12,2026-04-18,Hotels,711000,236518000,332.6554149085795
2026-04-12,2026-04-18,Jewelry,252000,342426000,1358.8333333333333
2026-04-12,2026-04-18,Laundry Services,2888000,50046000,17.32894736842105
2026-04-12,2026-04-18,Others,38179000,1849359000,48.439168129076194
2026-04-12,2026-04-18,Professional & Business Services,13098000,688726000,52.5825316842266
2026-04-12,2026-04-18,Public Utilities & Services,862000,51268000,59.475638051044086
2026-04-12,2026-04-18,Recreation & Culture,3795000,295463000,77.85586297760211
2026-04-12,2026-04-18,Restaurants & Cafés,58986000,1663083000,28.19453768690876
2026-04-12,2026-04-18,Telecommunication,4463000,159088000,35.645978041676
2026-04-12,2026-04-18,Transportation,6000000,911744000,151.95733333333334
2026-04-19,2026-04-25,"Apparel, Clothing & Accessories",7764000,902565000,116.25
2026-04-19,2026-04-25,Bakeries & Pastries,6183000,221838000,35.87869966035905
2026-04-19,2026-04-25,Construction & Building Materials,2531000,380514000,150.3413670485974
2026-04-19,2026-04-25,Education,186000,157259000,845.4784946236559
2026-04-19,2026-04-25,Electronic & Electric Devices,1897000,182928000,96.43015287295731
2026-04-19,2026-04-25,Food & Beverages,52737000,1901255000,36.05163357794338
2026-04-19,2026-04-25,Furniture & Home Supplies,2208000,398712000,180.57608695652175
2026-04-19,2026-04-25,Gas Stations,17036000,945128000,55.478281286687015
2026-04-19,2026-04-25,Health,9006000,784026000,87.05596269153898
2026-04-19,2026-04-25,Hotels,859000,331951000,386.43888242142026
2026-04-19,2026-04-25,Jewelry,231000,341200000,1477.0562770562772
2026-04-19,2026-04-25,Laundry Services,2711000,47093000,17.37108078199926
2026-04-19,2026-04-25,Others,37060000,1802348000,48.63324338909876
2026-04-19,2026-04-25,Professional & Business Services,12943000,673248000,52.01637951015993
2026-04-19,2026-04-25,Public Utilities & Services,822000,50288000,61.17761557177616
2026-04-19,2026-04-25,Recreation & Culture,3582000,278693000,77.8037409268565
2026-04-19,2026-04-25,Restaurants & Cafés,57160000,1611004000,28.184114765570328
2026-04-19,2026-04-25,Telecommunication,4446000,154216000,34.68645973909132
2026-04-19,2026-04-25,Transportation,5841000,911904000,156.12121212121212
2026-04-26,2026-05-02,"Apparel, Clothing & Accessories",11201000,1381452000,123.33291670386572
2026-04-26,2026-05-02,Bakeries & Pastries,7382000,306621000,41.5363045245191
2026-04-26,2026-05-02,Construction & Building Materials,3076000,436185000,141.8026657997399
2026-04-26,2026-05-02,Education,227000,237773000,1047.4581497797358
2026-04-26,2026-05-02,Electronic & Electric Devices,2398000,239915000,100.04795663052543
2026-04-26,2026-05-02,Food & Beverages,61925000,2831875000,45.73072264836496
2026-04-26,2026-05-02,Furniture & Home Supplies,3073000,610892000,198.79336153595835
2026-04-26,2026-05-02,Gas Stations,19608000,1158887000,59.10276417788658
2026-04-26,2026-05-02,Health,11258000,1021256000,90.71380351749866
2026-04-26,2026-05-02,Hotels,956000,355192000,371.5397489539749
2026-04-26,2026-05-02,Jewelry,344000,499539000,1452.1482558139535
2026-04-26,2026-05-02,Laundry Services,3546000,76257000,21.50507614213198
2026-04-26,2026-05-02,Others,45145000,2643855000,58.56362830878281
2026-04-26,2026-05-02,Professional & Business Services,15594000,906435000,58.12716429395922
2026-04-26,2026-05-02,Public Utilities & Services,1008000,65136000,64.61904761904762
2026-04-26,2026-05-02,Recreation & Culture,4716000,394383000,83.6265903307888
2026-04-26,2026-05-02,Restaurants & Cafés,65663000,1987443000,30.26731949499718
2026-04-26,2026-05-02,Telecommunication,5538000,243602000,43.987360057782595
2026-04-26,2026-05-02,Transportation,8018000,1234762000,153.99875280618608
2026-05-03,2026-05-09,"Apparel, Clothing & Accessories",9990000,1201529000,120.27317317317318
2026-05-03,2026-05-09,Bakeries & Pastries,6879000,263372000,38.28637883413287
2026-05-03,2026-05-09,Construction & Building Materials,2941000,417965000,142.11662699761985
2026-05-03,2026-05-09,Education,215000,210264000,977.9720930232559
2026-05-03,2026-05-09,Electronic & Electric Devices,2183000,216288000,99.07833256985799
2026-05-03,2026-05-09,Food & Beverages,58689000,2256672000,38.4513622655012
2026-05-03,2026-05-09,Furniture & Home Supplies,2830000,587088000,207.45159010600707
2026-05-03,2026-05-09,Gas Stations,18011000,1024383000,56.87540947198934
2026-05-03,2026-05-09,Health,10243000,929042000,90.70018549253149
2026-05-03,2026-05-09,Hotels,691000,185887000,269.01157742402313
2026-05-03,2026-05-09,Jewelry,314000,445519000,1418.8503184713377
2026-05-03,2026-05-09,Laundry Services,3199000,58825000,18.388558924663958
2026-05-03,2026-05-09,Others,41888000,2184735000,52.15658422459893
2026-05-03,2026-05-09,Professional & Business Services,14540000,788217000,54.21024759284732
2026-05-03,2026-05-09,Public Utilities & Services,921000,56301000,61.13029315960912
2026-05-03,2026-05-09,Recreation & Culture,4367000,345215000,79.05083581406
2026-05-03,2026-05-09,Restaurants & Cafés,61655000,1768456000,28.68309139566945
2026-05-03,2026-05-09,Telecommunication,4996000,184891000,37.007806244996
2026-05-03,2026-05-09,Transportation,6990000,1045981000,149.63962804005723
2026-05-10,2026-05-16,"Apparel, Clothing & Accessories",10263000,1224327000,119.29523531131248
2026-05-10,2026-05-16,Bakeries & Pastries,6800000,255535000,37.578676470588235
2026-05-10,2026-05-16,Construction & Building Materials,2900000,410149000,141.43068965517242
2026-05-10,2026-05-16,Education,191000,164070000,859.0052356020942
2026-05-10,2026-05-16,Electronic & Electric Devices,2131000,202045000,94.8122946973252
2026-05-10,2026-05-16,Food & Beverages,58446000,2135010000,36.52961708243507
2026-05-10,2026-05-16,Furniture & Home Supplies,2788000,528188000,189.45050215208033
2026-05-10,2026-05-16,Gas Stations,18047000,1006734000,55.78400842245249
2026-05-10,2026-05-16,Health,10125000,895661000,88.46034567901235
2026-05-10,2026-05-16,Hotels,674000,177030000,262.6557863501484
2026-05-10,2026-05-16,Jewelry,319000,427811000,1341.1003134796238
2026-05-10,2026-05-16,Laundry Services,3078000,55237000,17.94574398960364
2026-05-10,2026-05-16,Others,41479000,2099909000,50.62583475975795
2026-05-10,2026-05-16,Professional & Business Services,14644000,772089000,52.7239142310844
2026-05-10,2026-05-16,Public Utilities & Services,906000,54128000,59.7439293598234
2026-05-10,2026-05-16,Recreation & Culture,4135000,320475000,77.503022974607
2026-05-10,2026-05-16,Restaurants & Cafés,61221000,1729401000,28.248493164110354
2026-05-10,2026-05-16,Telecommunication,4799000,173014000,36.05209418628881
2026-05-10,2026-05-16,Transportation,6840000,1047540000,153.14912280701753
2026-05-17,2026-05-23,"Apparel, Clothing & Accessories",11870000,1540353000,129.76857624262848
2026-05-17,2026-05-23,Bakeries & Pastries,6610000,270727000,40.9571860816944
2026-05-17,2026-05-23,Construction & Building Materials,2814000,406863000,144.5852878464819
2026-05-17,2026-05-23,Education,142000,142932000,1006.5633802816901
2026-05-17,2026-05-23,Electronic & Electric Devices,2012000,201484000,100.14115308151094
2026-05-17,2026-05-23,Food & Beverages,56139000,2135329000,38.0364630648925
2026-05-17,2026-05-23,Furniture & Home Supplies,2849000,485807000,170.51842751842753
2026-05-17,2026-05-23,Gas Stations,17366000,967087000,55.688529310146265
2026-05-17,2026-05-23,Health,9370000,886526000,94.61323372465314
2026-05-17,2026-05-23,Hotels,662000,193306000,292.0030211480362
2026-05-17,2026-05-23,Jewelry,374000,560128000,1497.668449197861
2026-05-17,2026-05-23,Laundry Services,2764000,53144000,19.227206946454412
2026-05-17,2026-05-23,Others,39934000,2260712000,56.61120849401512
2026-05-17,2026-05-23,Professional & Business Services,14159000,796037000,56.2212726887492
2026-05-17,2026-05-23,Public Utilities & Services,872000,54038000,61.97018348623853
2026-05-17,2026-05-23,Recreation & Culture,3749000,341452000,91.07815417444652
2026-05-17,2026-05-23,Restaurants & Cafés,58824000,1726050000,29.342615259077927
2026-05-17,2026-05-23,Telecommunication,4623000,175246000,37.90741942461605
2026-05-17,2026-05-23,Transportation,6581000,1066402000,162.04254672542166
2026-05-24,2026-05-30,"Apparel, Clothing & Accessories",14604000,1751538000,119.9354971240756
2026-05-24,2026-05-30,Bakeries & Pastries,8029000,442966000,55.170756009465684
2026-05-24,2026-05-30,Construction & Building Materials,2561000,229117000,89.46388129636861
2026-05-24,2026-05-30,Education,46000,16365000,355.7608695652174
2026-05-24,2026-05-30,Electronic & Electric Devices,2063000,151451000,73.4129907901115
2026-05-24,2026-05-30,Food & Beverages,58384000,2457152000,42.08605097286928
2026-05-24,2026-05-30,Furniture & Home Supplies,3091000,406775000,131.59980588806212
2026-05-24,2026-05-30,Gas Stations,17358000,996040000,57.38218688789031
2026-05-24,2026-05-30,Health,10089000,719981000,71.3629695708197
2026-05-24,2026-05-30,Hotels,835000,263090000,315.07784431137725
2026-05-24,2026-05-30,Jewelry,404000,472959000,1170.6905940594058
2026-05-24,2026-05-30,Laundry Services,3969000,78108000,19.679516250944822
2026-05-24,2026-05-30,Others,41928000,2287262000,54.552136996756346
2026-05-24,2026-05-30,Professional & Business Services,15058000,752889000,49.9992694913003
2026-05-24,2026-05-30,Public Utilities & Services,904000,49109000,54.32411504424779
2026-05-24,2026-05-30,Recreation & Culture,4080000,389883000,95.55955882352941
2026-05-24,2026-05-30,Restaurants & Cafés,55946000,1968185000,35.18008436706825
2026-05-24,2026-05-30,Telecommunication,5125000,205364000,40.0710243902439
2026-05-24,2026-05-30,Transportation,6462000,743145000,115.00232126276694
2026-05-31,2026-06-06,"Apparel, Clothing & Accessories",8821000,1068423000,121.12266182972452
2026-05-31,2026-06-06,Bakeries & Pastries,6538000,267837000,40.96619761394922
2026-05-31,2026-06-06,Construction & Building Materials,2774000,392571000,141.51802451333813
2026-05-31,2026-06-06,Education,122000,147301000,1207.3852459016393
2026-05-31,2026-06-06,Electronic & Electric Devices,2060000,205302000,99.6611650485437
2026-05-31,2026-06-06,Food & Beverages,56533000,2296471000,40.62177843029735
2026-05-31,2026-06-06,Furniture & Home Supplies,2582000,453715000,175.72230828814872
2026-05-31,2026-06-06,Gas Stations,17187000,980401000,57.043172165008436
2026-05-31,2026-06-06,Health,9737000,860376000,88.36150765122727
2026-05-31,2026-06-06,Hotels,691000,195939000,283.5586107091172
2026-05-31,2026-06-06,Jewelry,351000,550745000,1569.0740740740741
2026-05-31,2026-06-06,Laundry Services,3071000,59320000,19.316183653533052
2026-05-31,2026-06-06,Others,39392000,2149552000,54.568237205523964
2026-05-31,2026-06-06,Professional & Business Services,14256000,790141000,55.42515432098765
2026-05-31,2026-06-06,Public Utilities & Services,889000,56442000,63.48931383577053
2026-05-31,2026-06-06,Recreation & Culture,3973000,357785000,90.05411527812736
2026-05-31,2026-06-06,Restaurants & Cafés,58050000,1713132000,29.511317829457365
2026-05-31,2026-06-06,Telecommunication,4871000,191214000,39.25559433381236
2026-05-31,2026-06-06,Transportation,6851000,1031145000,150.51014450445192
2026-06-07,2026-06-13,"Apparel, Clothing & Accessories",8312000,966687000,116.30016843118383
2026-06-07,2026-06-13,Bakeries & Pastries,6380000,238327000,37.35532915360501
2026-06-07,2026-06-13,Construction & Building Materials,2797000,399497000,142.83053271362175
2026-06-07,2026-06-13,Education,163000,210914000,1293.9509202453987
2026-06-07,2026-06-13,Electronic & Electric Devices,2022000,201900000,99.85163204747775
2026-06-07,2026-06-13,Food & Beverages,56659000,2102715000,37.111756296440106
2026-06-07,2026-06-13,Furniture & Home Supplies,2551000,439134000,172.14190513524107
2026-06-07,2026-06-13,Gas Stations,17407000,957690000,55.017521686677775
2026-06-07,2026-06-13,Health,9301000,846143000,90.97333620040855
2026-06-07,2026-06-13,Hotels,648000,188145000,290.34722222222223
2026-06-07,2026-06-13,Jewelry,368000,638839000,1735.9755434782608
2026-06-07,2026-06-13,Laundry Services,2879000,51234000,17.79576241750608
2026-06-07,2026-06-13,Others,39551000,2005734000,50.71259892290966
2026-06-07,2026-06-13,Professional & Business Services,14344000,760619000,53.026979921918574
2026-06-07,2026-06-13,Public Utilities & Services,879000,54001000,61.43458475540387
2026-06-07,2026-06-13,Recreation & Culture,4306000,328382000,76.26149558755225
2026-06-07,2026-06-13,Restaurants & Cafés,58363000,1635603000,28.024656032075114
2026-06-07,2026-06-13,Telecommunication,4756000,177482000,37.3174936921783
2026-06-07,2026-06-13,Transportation,6491000,1024036000,157.76244030195656
2026-06-14,2026-06-20,"Apparel, Clothing & Accessories",7857000,922003000,117.34796996309024
2026-06-14,2026-06-20,Bakeries & Pastries,6044000,222484000,36.810721376571806
2026-06-14,2026-06-20,Construction & Building Materials,2659000,382178000,143.72997367431364
2026-06-14,2026-06-20,Education,146000,220807000,1512.376712328767
2026-06-14,2026-06-20,Electronic & Electric Devices,1905000,192186000,100.88503937007874
2026-06-14,2026-06-20,Food & Beverages,54337000,1935392000,35.618307966947015
2026-06-14,2026-06-20,Furniture & Home Supplies,2382000,406847000,170.8005877413938
2026-06-14,2026-06-20,Gas Stations,16822000,906549000,53.89067887290453
2026-06-14,2026-06-20,Health,8603000,788881000,91.69836103684761
2026-06-14,2026-06-20,Hotels,635000,197381000,310.83622047244097
2026-06-14,2026-06-20,Jewelry,314000,493781000,1572.5509554140128
2026-06-14,2026-06-20,Laundry Services,2610000,45546000,17.45057471264368
2026-06-14,2026-06-20,Others,37604000,1877251000,49.921577491756196
2026-06-14,2026-06-20,Professional & Business Services,13668000,765650000,56.017705589698565
2026-06-14,2026-06-20,Public Utilities & Services,792000,47932000,60.52020202020202
2026-06-14,2026-06-20,Recreation & Culture,3825000,308023000,80.52888888888889
2026-06-14,2026-06-20,Restaurants & Cafés,56005000,1552223000,27.715793232747075
2026-06-14,2026-06-20,Telecommunication,4526000,162013000,35.7960671674768
2026-06-14,2026-06-20,Transportation,6004000,945061000,157.40522984676883
2026-06-21,2026-06-27,"Apparel, Clothing & Accessories",8309000,1021550000,122.94499939824287
2026-06-21,2026-06-27,Bakeries & Pastries,6011000,230601000,38.36316752620196
2026-06-21,2026-06-27,Construction & Building Materials,2611000,374318000,143.36193029490616
2026-06-21,2026-06-27,Education,134000,203922000,1521.8059701492537
2026-06-21,2026-06-27,Electronic & Electric Devices,1889000,188327000,99.69666490206458
2026-06-21,2026-06-27,Food & Beverages,53427000,1974701000,36.960731465363956
2026-06-21,2026-06-27,Furniture & Home Supplies,2400000,407293000,169.70541666666668
2026-06-21,2026-06-27,Gas Stations,16991000,915760000,53.8967688776411
2026-06-21,2026-06-27,Health,8584000,791241000,92.17625815470643
2026-06-21,2026-06-27,Hotels,706000,231429000,327.8031161473088
2026-06-21,2026-06-27,Jewelry,317000,477603000,1506.634069400631
2026-06-21,2026-06-27,Laundry Services,2558000,46078000,18.013291634089132
2026-06-21,2026-06-27,Others,37183000,1925318000,51.779522900250115
2026-06-21,2026-06-27,Professional & Business Services,13587000,730375000,53.75542798263046
2026-06-21,2026-06-27,Public Utilities & Services,772000,47891000,62.034974093264246
2026-06-21,2026-06-27,Recreation & Culture,3462000,329927000,95.29953783939919
2026-06-21,2026-06-27,Restaurants & Cafés,54592000,1578012000,28.905553927315356
2026-06-21,2026-06-27,Telecommunication,4767000,179782000,37.71386616320537
2026-06-21,2026-06-27,Transportation,6007000,950562000,158.24238388546695
2026-06-28,2026-07-04,"Apparel, Clothing & Accessories",12182000,1487080000,122.07190937448695
2026-06-28,2026-07-04,Bakeries & Pastries,7065000,306790000,43.423920736022644
2026-06-28,2026-07-04,Construction & Building Materials,3162000,441729000,139.69924098671726
2026-06-28,2026-07-04,Education,161000,211117000,1311.2857142857142
2026-06-28,2026-07-04,Electronic & Electric Devices,2316000,237085000,102.36830742659758
2026-06-28,2026-07-04,Food & Beverages,61196000,2760525000,45.10956598470488
2026-06-28,2026-07-04,Furniture & Home Supplies,3213000,549199000,170.93028322440088
2026-06-28,2026-07-04,Gas Stations,19115000,1117017000,58.43667277007586
2026-06-28,2026-07-04,Health,11047000,1043271000,94.4393047886304
2026-06-28,2026-07-04,Hotels,965000,307245000,318.38860103626945
2026-06-28,2026-07-04,Jewelry,428000,573452000,1339.8411214953271
2026-06-28,2026-07-04,Laundry Services,3458000,74100000,21.428571428571427
2026-06-28,2026-07-04,Others,44679000,2760196000,61.77837462790125
2026-06-28,2026-07-04,Professional & Business Services,16692000,975870000,58.46333572969087
2026-06-28,2026-07-04,Public Utilities & Services,938000,66553000,70.95202558635394
2026-06-28,2026-07-04,Recreation & Culture,4400000,450558000,102.39954545454546
2026-06-28,2026-07-04,Restaurants & Cafés,64006000,2018337000,31.53355935381058
2026-06-28,2026-07-04,Telecommunication,5687000,264425000,46.496395287497805
2026-06-28,2026-07-04,Transportation,8065000,1284945000,159.32362058276505
2026-07-05,2026-07-11,"Apparel, Clothing & Accessories",10446000,1203219000,115.18466398621482
2026-07-05,2026-07-11,Bakeries & Pastries,6619000,262176000,39.60960870222088
2026-07-05,2026-07-11,Construction & Building Materials,2999000,411007000,137.0480160053351
2026-07-05,2026-07-11,Education,142000,122272000,861.0704225352113
2026-07-05,2026-07-11,Electronic & Electric Devices,2133000,207556000,97.30707923112986
2026-07-05,2026-07-11,Food & Beverages,57806000,2213702000,38.295367262913885
2026-07-05,2026-07-11,Furniture & Home Supplies,2908000,485205000,166.85178817056396
2026-07-05,2026-07-11,Gas Stations,17785000,1011818000,56.891650267079
2026-07-05,2026-07-11,Health,9987000,901449000,90.26224091318714
2026-07-05,2026-07-11,Hotels,959000,306208000,319.2992700729927
2026-07-05,2026-07-11,Jewelry,347000,421366000,1214.3112391930836
2026-07-05,2026-07-11,Laundry Services,3147000,57486000,18.26692087702574
2026-07-05,2026-07-11,Others,41483000,2246622000,54.15765494298869
2026-07-05,2026-07-11,Professional & Business Services,15872000,848740000,53.47404233870968
2026-07-05,2026-07-11,Public Utilities & Services,854000,58844000,68.903981264637
2026-07-05,2026-07-11,Recreation & Culture,3932000,360460000,91.6734486266531
2026-07-05,2026-07-11,Restaurants & Cafés,60940000,1846589000,30.301755825402036
2026-07-05,2026-07-11,Telecommunication,5073000,194956000,38.4301202444313
2026-07-05,2026-07-11,Transportation,7087000,1075944000,151.81938761111894
2026-07-19,2026-07-25,"Apparel, Clothing & Accessories",8463000,964306000,113.94375516956163
2026-07-19,2026-07-25,Bakeries & Pastries,5846000,215139000,36.80106055422511
2026-07-19,2026-07-25,Construction & Building Materials,2717000,383469000,141.1369157158631
2026-07-19,2026-07-25,Education,121000,104668000,865.0247933884298
2026-07-19,2026-07-25,Electronic & Electric Devices,1895000,183188000,96.66912928759895
2026-07-19,2026-07-25,Food & Beverages,53125000,1911501000,35.98119529411765
2026-07-19,2026-07-25,Furniture & Home Supplies,2470000,413410000,167.37246963562754
2026-07-19,2026-07-25,Gas Stations,16618000,909706000,54.74220724515585
2026-07-19,2026-07-25,Health,8704000,761026000,87.43405330882354
2026-07-19,2026-07-25,Hotels,885000,295330000,333.70621468926555
2026-07-19,2026-07-25,Jewelry,279000,346795000,1242.9928315412187
2026-07-19,2026-07-25,Laundry Services,2594000,45766000,17.643022359290672
2026-07-19,2026-07-25,Others,37505000,1888121000,50.34318090921211
2026-07-19,2026-07-25,Professional & Business Services,14371000,734985000,51.14362257323777
2026-07-19,2026-07-25,Public Utilities & Services,745000,50633000,67.96375838926174
2026-07-19,2026-07-25,Recreation & Culture,3451000,297210000,86.12286293827876
2026-07-19,2026-07-25,Restaurants & Cafés,55554000,1644006000,29.592936602224864
2026-07-19,2026-07-25,Telecommunication,4680000,160791000,34.35705128205128
2026-07-19,2026-07-25,Transportation,6132000,953638000,155.51826484018264
2026-07-26,2026-08-01,"Apparel, Clothing & Accessories",11838000,1408597000,118.98944078391621
2026-07-26,2026-08-01,Bakeries & Pastries,6758000,285481000,42.24341521160107
2026-07-26,2026-08-01,Construction & Building Materials,3200000,431544000,134.8575
2026-07-26,2026-08-01,Education,139000,177832000,1279.36690647482
2026-07-26,2026-08-01,Electronic & Electric Devices,2308000,221602000,96.01473136915078
2026-07-26,2026-08-01,Food & Beverages,60711000,2691606000,44.33473340910214
2026-07-26,2026-08-01,Furniture & Home Supplies,3128000,516103000,164.9945652173913
2026-07-26,2026-08-01,Gas Stations,18987000,1117868000,58.875441091272975
2026-07-26,2026-08-01,Health,10863000,983832000,90.56724661695664
2026-07-26,2026-08-01,Hotels,1106000,367627000,332.39330922242317
2026-07-26,2026-08-01,Jewelry,359000,418648000,1166.150417827298
2026-07-26,2026-08-01,Laundry Services,3340000,70403000,21.07874251497006
2026-07-26,2026-08-01,Others,44496000,2628594000,59.07483818770226
2026-07-26,2026-08-01,Professional & Business Services,17207000,968317000,56.274597547509735
2026-07-26,2026-08-01,Public Utilities & Services,891000,64022000,71.85409652076319
2026-07-26,2026-08-01,Recreation & Culture,4408000,412907000,93.67218693284937
2026-07-26,2026-08-01,Restaurants & Cafés,63676000,2044388000,32.1060996293737
2026-07-26,2026-08-01,Telecommunication,5704000,246158000,43.15532959326788
2026-07-26,2026-08-01,Transportation,7992000,1255052000,157.03853853853855
2026-08-02,2026-08-08,"Apparel, Clothing & Accessories",10805000,1259303000,116.54817214252661
2026-08-02,2026-08-08,Bakeries & Pastries,6409000,256351000,39.998595724762055
2026-08-02,2026-08-08,Construction & Building Materials,3107000,408823000,131.58126810428067
2026-08-02,2026-08-08,Education,141000,274114000,1944.0709219858156
2026-08-02,2026-08-08,Electronic & Electric Devices,2143000,204339000,95.35184321045264
2026-08-02,2026-08-08,Food & Beverages,58407000,2280490000,39.04480627322067
2026-08-02,2026-08-08,Furniture & Home Supplies,2937000,469233000,159.76608784473953
2026-08-02,2026-08-08,Gas Stations,17823000,1026344000,57.58536722212871
2026-08-02,2026-08-08,Health,10055000,886156000,88.13088015912481
2026-08-02,2026-08-08,Hotels,1111000,363661000,327.3276327632763
2026-08-02,2026-08-08,Jewelry,321000,365680000,1139.1900311526479
2026-08-02,2026-08-08,Laundry Services,3099000,58199000,18.779929009357858
2026-08-02,2026-08-08,Others,41925000,2260491000,53.917495527728086
2026-08-02,2026-08-08,Professional & Business Services,16384000,877747000,53.57342529296875
2026-08-02,2026-08-08,Public Utilities & Services,835000,56718000,67.92574850299401
2026-08-02,2026-08-08,Recreation & Culture,4169000,369746000,88.68937395058767
2026-08-02,2026-08-08,Restaurants & Cafés,61232000,1899926000,31.02831852626078
2026-08-02,2026-08-08,Telecommunication,5225000,192466000,36.8355980861244
2026-08-02,2026-08-08,Transportation,7293000,1086225000,148.9407651172357
2026-08-09,2026-08-15,"Apparel, Clothing & Accessories",10532000,1243800000,118.09722749715154
2026-08-09,2026-08-15,Bakeries & Pastries,6278000,240800000,38.35616438356164
2026-08-09,2026-08-15,Construction & Building Materials,3050000,393604000,129.05049180327867
2026-08-09,2026-08-15,Education,160000,446079000,2787.99375
2026-08-09,2026-08-15,Electronic & Electric Devices,2075000,194742000,93.85156626506024
2026-08-09,2026-08-15,Food & Beverages,58088000,2196275000,37.809444291419915
2026-08-09,2026-08-15,Furniture & Home Supplies,2641000,422875000,160.11927300265052
2026-08-09,2026-08-15,Gas Stations,18082000,1021976000,56.518969140581795
2026-08-09,2026-08-15,Health,9799000,846033000,86.33870803143178
