Week Start,Week End,Category,Transaction Count,Transaction Value SAR,Average Ticket SAR
2025-11-09,2025-11-15,Bakeries & Pastries,7459000,248817000,33.357956830674354
2025-11-09,2025-11-15,Construction & Building Materials,2429000,405700000,167.02346644709758
2025-11-09,2025-11-15,Education,206000,126756000,615.3203883495146
2025-11-09,2025-11-15,Electronic & Electric Devices,1768000,183953000,104.04581447963801
2025-11-09,2025-11-15,Food & Beverages,53120000,1970037000,37.08653990963855
2025-11-09,2025-11-15,Furniture & Home Supplies,2588000,478252000,184.79598145285934
2025-11-09,2025-11-15,Gas Stations,17669000,981364000,55.54156998132322
2025-11-09,2025-11-15,Health,10117000,839697000,82.99861619057033
2025-11-09,2025-11-15,Hotels,745000,318793000,427.910067114094
2025-11-09,2025-11-15,Jewelry,273000,325279000,1191.4981684981685
2025-11-09,2025-11-15,Laundry Services,2905000,52070000,17.924268502581757
2025-11-09,2025-11-15,Others,39670000,2100380000,52.946307033022435
2025-11-09,2025-11-15,Professional & Business Services,11753000,737149000,62.720071471113755
2025-11-09,2025-11-15,Public Utilities & Services,774000,49156000,63.50904392764858
2025-11-09,2025-11-15,Recreation & Culture,3988000,301902000,75.70260782347042
2025-11-09,2025-11-15,Restaurants & Cafés,57540000,1616841000,28.099426485922837
2025-11-09,2025-11-15,Telecommunication,4093000,173941000,42.49719032494503
2025-11-09,2025-11-15,Transportation,5820000,989631000,170.0396907216495
2025-11-16,2025-11-22,"Apparel, Clothing & Accessories",9274000,1130930000,121.94630148803105
2025-11-16,2025-11-22,Bakeries & Pastries,7058000,238052000,33.72796826296401
2025-11-16,2025-11-22,Construction & Building Materials,2327000,392160000,168.52599914052428
2025-11-16,2025-11-22,Education,181000,104482000,577.2486187845304
2025-11-16,2025-11-22,Electronic & Electric Devices,1654000,176649000,106.80108827085853
2025-11-16,2025-11-22,Food & Beverages,50306000,1799911000,35.77925098397805
2025-11-16,2025-11-22,Furniture & Home Supplies,2396000,439569000,183.45951585976627
2025-11-16,2025-11-22,Gas Stations,17196000,956103000,55.60031402651779
2025-11-16,2025-11-22,Health,9368000,780007000,83.26291631084543
2025-11-16,2025-11-22,Hotels,809000,381978000,472.1606922126082
2025-11-16,2025-11-22,Jewelry,263000,335797000,1276.7946768060835
2025-11-16,2025-11-22,Laundry Services,2730000,47851000,17.527838827838828
2025-11-16,2025-11-22,Others,37298000,1983481000,53.17928575258727
2025-11-16,2025-11-22,Professional & Business Services,11171000,706809000,63.271775132038314
2025-11-16,2025-11-22,Public Utilities & Services,706000,45632000,64.63456090651557
2025-11-16,2025-11-22,Recreation & Culture,3544000,301647000,85.11484198645599
2025-11-16,2025-11-22,Restaurants & Cafés,54469000,1555869000,28.564302630854247
2025-11-16,2025-11-22,Telecommunication,3849000,165127000,42.901273057937125
2025-11-16,2025-11-22,Transportation,5550000,961726000,173.28396396396397
2025-11-23,2025-11-29,"Apparel, Clothing & Accessories",11798000,1522030000,129.0074588913375
2025-11-23,2025-11-29,Bakeries & Pastries,7697000,300598000,39.05391711056256
2025-11-23,2025-11-29,Construction & Building Materials,2526000,417501000,165.28147268408551
2025-11-23,2025-11-29,Education,145000,62260000,429.37931034482756
2025-11-23,2025-11-29,Electronic & Electric Devices,1866000,198065000,106.14415862808146
2025-11-23,2025-11-29,Food & Beverages,53464000,2310335000,43.2129096214275
2025-11-23,2025-11-29,Furniture & Home Supplies,2807000,537039000,191.32133950837192
2025-11-23,2025-11-29,Gas Stations,17939000,1049959000,58.529405206533255
2025-11-23,2025-11-29,Health,10093000,862837000,85.48865550381453
2025-11-23,2025-11-29,Hotels,1045000,445166000,425.9961722488038
2025-11-23,2025-11-29,Jewelry,300000,354453000,1181.51
2025-11-23,2025-11-29,Laundry Services,3153000,65100000,20.647002854424358
2025-11-23,2025-11-29,Others,41265000,2530309000,61.31852659638919
2025-11-23,2025-11-29,Professional & Business Services,12516000,840508000,67.154682007031
2025-11-23,2025-11-29,Public Utilities & Services,766000,52051000,67.95169712793734
2025-11-23,2025-11-29,Recreation & Culture,4022000,384344000,95.5604177026355
2025-11-23,2025-11-29,Restaurants & Cafés,58125000,1903262000,32.74429247311828
2025-11-23,2025-11-29,Telecommunication,4434000,210962000,47.57825890843482
2025-11-23,2025-11-29,Transportation,6289000,1051614000,167.2148195261568
2025-11-30,2025-12-06,"Apparel, Clothing & Accessories",10526000,1274223000,121.05481664449934
2025-11-30,2025-12-06,Bakeries & Pastries,7513000,280902000,37.38879275921736
2025-11-30,2025-12-06,Construction & Building Materials,2601000,430657000,165.57362552864282
2025-11-30,2025-12-06,Education,233000,218726000,938.7381974248927
2025-11-30,2025-12-06,Electronic & Electric Devices,1885000,203522000,107.96923076923076
2025-11-30,2025-12-06,Food & Beverages,53951000,2349010000,43.53969342551574
2025-11-30,2025-12-06,Furniture & Home Supplies,2779000,518645000,186.63008276358403
2025-11-30,2025-12-06,Gas Stations,17148000,991396000,57.81408910660135
2025-11-30,2025-12-06,Health,10034000,871872000,86.89176798883796
2025-11-30,2025-12-06,Hotels,773000,335976000,434.6390685640362
2025-11-30,2025-12-06,Jewelry,289000,325903000,1127.6920415224913
2025-11-30,2025-12-06,Laundry Services,2998000,61113000,20.38458972648432
2025-11-30,2025-12-06,Others,40550000,2452481000,60.48041923551171
2025-11-30,2025-12-06,Professional & Business Services,12410000,832143000,67.054230459307
2025-11-30,2025-12-06,Public Utilities & Services,814000,54747000,67.25675675675676
2025-11-30,2025-12-06,Recreation & Culture,4211000,359769000,85.43552600332463
2025-11-30,2025-12-06,Restaurants & Cafés,56677000,1662675000,29.335974028265433
2025-11-30,2025-12-06,Telecommunication,4480000,206821000,46.16540178571429
2025-11-30,2025-12-06,Transportation,6308000,1017079000,161.2363665187064
2025-12-07,2025-12-13,"Apparel, Clothing & Accessories",9926000,1163920000,117.25972194237356
2025-12-07,2025-12-13,Bakeries & Pastries,7479000,264718000,35.3948388822035
2025-12-07,2025-12-13,Construction & Building Materials,2567000,407323000,158.676665368134
2025-12-07,2025-12-13,Education,187000,124911000,667.9732620320856
2025-12-07,2025-12-13,Electronic & Electric Devices,1830000,184309000,100.71530054644809
2025-12-07,2025-12-13,Food & Beverages,53895000,2012985000,37.350125243529085
2025-12-07,2025-12-13,Furniture & Home Supplies,2710000,465024000,171.59557195571955
2025-12-07,2025-12-13,Gas Stations,17691000,998282000,56.42880560737098
2025-12-07,2025-12-13,Health,9693000,809856000,83.5506035283194
2025-12-07,2025-12-13,Hotels,863000,373541000,432.8400926998841
2025-12-07,2025-12-13,Jewelry,278000,329708000,1186.0
2025-12-07,2025-12-13,Laundry Services,2825000,51582000,18.25911504424779
2025-12-07,2025-12-13,Others,40048000,2156664000,53.851977626847784
2025-12-07,2025-12-13,Professional & Business Services,12529000,772590000,61.664139197062816
2025-12-07,2025-12-13,Public Utilities & Services,855000,51650000,60.409356725146196
2025-12-07,2025-12-13,Recreation & Culture,4036000,326345000,80.85852329038651
2025-12-07,2025-12-13,Restaurants & Cafés,58489000,1723668000,29.46995161483356
2025-12-07,2025-12-13,Telecommunication,4258000,174666000,41.020666979802726
2025-12-07,2025-12-13,Transportation,5962000,919571000,154.23867829587388
2025-12-14,2025-12-20,"Apparel, Clothing & Accessories",9830000,1218671000,123.97466937945066
2025-12-14,2025-12-20,Bakeries & Pastries,6817000,233135000,34.1990611706029
2025-12-14,2025-12-20,Construction & Building Materials,2436000,395718000,162.44581280788177
2025-12-14,2025-12-20,Education,141000,92422000,655.4751773049645
2025-12-14,2025-12-20,Electronic & Electric Devices,1707000,181993000,106.6157000585823
2025-12-14,2025-12-20,Food & Beverages,50034000,1894401000,37.86227365391534
2025-12-14,2025-12-20,Furniture & Home Supplies,2602000,474604000,182.39969254419677
2025-12-14,2025-12-20,Gas Stations,16440000,919670000,55.94099756690998
2025-12-14,2025-12-20,Health,8632000,726592000,84.17423540315107
2025-12-14,2025-12-20,Hotels,726000,346344000,477.05785123966945
2025-12-14,2025-12-20,Jewelry,242000,291854000,1206.0082644628098
2025-12-14,2025-12-20,Laundry Services,2594000,47812000,18.43176561295297
2025-12-14,2025-12-20,Others,36956000,2001210000,54.15115272215608
2025-12-14,2025-12-20,Professional & Business Services,11554000,725338000,62.778085511511165
2025-12-14,2025-12-20,Public Utilities & Services,752000,47607000,63.307180851063826
2025-12-14,2025-12-20,Recreation & Culture,3543000,287818000,81.23567598080723
2025-12-14,2025-12-20,Restaurants & Cafés,54029000,1571718000,29.090266338447872
2025-12-14,2025-12-20,Telecommunication,3852000,155715000,40.42445482866044
2025-12-14,2025-12-20,Transportation,5412000,875735000,161.81356245380636
2025-12-21,2025-12-27,"Apparel, Clothing & Accessories",9714000,1234265000,127.06042824788965
2025-12-21,2025-12-27,Bakeries & Pastries,6803000,237652000,34.93341173011906
2025-12-21,2025-12-27,Construction & Building Materials,2440000,422658000,173.2204918032787
2025-12-21,2025-12-27,Education,157000,141499000,901.2675159235669
2025-12-21,2025-12-27,Electronic & Electric Devices,1752000,193941000,110.69691780821918
2025-12-21,2025-12-27,Food & Beverages,50507000,1916532000,37.94586888946087
2025-12-21,2025-12-27,Furniture & Home Supplies,2607000,515884000,197.88415803605676
2025-12-21,2025-12-27,Gas Stations,16689000,918884000,55.059260590808314
2025-12-21,2025-12-27,Health,8984000,776023000,86.378339269813
2025-12-21,2025-12-27,Hotels,730000,372273000,509.96301369863016
2025-12-21,2025-12-27,Jewelry,268000,367697000,1372.0037313432836
2025-12-21,2025-12-27,Laundry Services,2521000,47642000,18.898056326854423
2025-12-21,2025-12-27,Others,37371000,2077899000,55.60191057236895
2025-12-21,2025-12-27,Professional & Business Services,11755000,746765000,63.52743513398554
2025-12-21,2025-12-27,Public Utilities & Services,748000,47829000,63.94251336898396
2025-12-21,2025-12-27,Recreation & Culture,3699000,322816000,87.27115436604488
2025-12-21,2025-12-27,Restaurants & Cafés,54191000,1573046000,29.02780904578251
2025-12-21,2025-12-27,Telecommunication,4132000,171588000,41.526621490803485
2025-12-21,2025-12-27,Transportation,5591000,943183000,168.69665533893757
2025-12-28,2026-01-03,"Apparel, Clothing & Accessories",12577000,1605031000,127.61636320267154
2025-12-28,2026-01-03,Bakeries & Pastries,7766000,316058000,40.69765645119753
2025-12-28,2026-01-03,Construction & Building Materials,2837000,484173000,170.66372929150512
2025-12-28,2026-01-03,Education,178000,235508000,1323.0786516853932
2025-12-28,2026-01-03,Electronic & Electric Devices,2092000,232100000,110.94646271510516
2025-12-28,2026-01-03,Food & Beverages,57147000,2709201000,47.40758045041734
2025-12-28,2026-01-03,Furniture & Home Supplies,3322000,677505000,203.94491270319085
2025-12-28,2026-01-03,Gas Stations,17973000,1078994000,60.03416235464307
2025-12-28,2026-01-03,Health,10925000,992502000,90.84686498855835
2025-12-28,2026-01-03,Hotels,850000,396098000,465.99764705882353
2025-12-28,2026-01-03,Jewelry,381000,544124000,1428.1469816272966
2025-12-28,2026-01-03,Laundry Services,3087000,70538000,22.85001619695497
2025-12-28,2026-01-03,Others,43666000,2826900000,64.7391563229973
2025-12-28,2026-01-03,Professional & Business Services,13954000,963292000,69.03339544216712
2025-12-28,2026-01-03,Public Utilities & Services,895000,61306000,68.49832402234637
2025-12-28,2026-01-03,Recreation & Culture,4997000,450519000,90.15789473684211
2025-12-28,2026-01-03,Restaurants & Cafés,60568000,1901774000,31.3989895654471
2025-12-28,2026-01-03,Telecommunication,5053000,255415000,50.547199683356425
2025-12-28,2026-01-03,Transportation,7092000,1215782000,171.43006204173716
2026-01-04,2026-01-10,"Apparel, Clothing & Accessories",10999000,1295219000,117.7578870806437
2026-01-04,2026-01-10,Bakeries & Pastries,7211000,275644000,38.22548883649979
2026-01-04,2026-01-10,Construction & Building Materials,2644000,420430000,159.0128593040847
2026-01-04,2026-01-10,Education,164000,245662000,1497.939024390244
2026-01-04,2026-01-10,Electronic & Electric Devices,1854000,198855000,107.25728155339806
2026-01-04,2026-01-10,Food & Beverages,53036000,2068918000,39.009691530281316
2026-01-04,2026-01-10,Furniture & Home Supplies,2896000,521075000,179.92921270718233
2026-01-04,2026-01-10,Gas Stations,17227000,992319000,57.602542520462066
2026-01-04,2026-01-10,Health,10070000,863454000,85.74518371400198
2026-01-04,2026-01-10,Hotels,864000,399615000,462.5173611111111
2026-01-04,2026-01-10,Jewelry,332000,422540000,1272.710843373494
2026-01-04,2026-01-10,Laundry Services,2819000,53477000,18.970202199361477
2026-01-04,2026-01-10,Others,39732000,2272695000,57.20061914829357
2026-01-04,2026-01-10,Professional & Business Services,12953000,817071000,63.07967266270362
2026-01-04,2026-01-10,Public Utilities & Services,814000,53322000,65.50614250614251
2026-01-04,2026-01-10,Recreation & Culture,4026000,375245000,93.20541480377545
2026-01-04,2026-01-10,Restaurants & Cafés,58514000,1763663000,30.14087226988413
2026-01-04,2026-01-10,Telecommunication,4391000,188419000,42.91027100888181
2026-01-04,2026-01-10,Transportation,6155000,972517000,158.00438667749796
2026-01-11,2026-01-17,"Apparel, Clothing & Accessories",10834000,1228132000,113.35905482739524
2026-01-11,2026-01-17,Bakeries & Pastries,7331000,281456000,38.392579457099984
2026-01-11,2026-01-17,Construction & Building Materials,2623000,409935000,156.28478841021732
2026-01-11,2026-01-17,Education,150000,162975000,1086.5
2026-01-11,2026-01-17,Electronic & Electric Devices,1844000,187025000,101.42353579175705
2026-01-11,2026-01-17,Food & Beverages,52211000,2043112000,39.131830457183355
2026-01-11,2026-01-17,Furniture & Home Supplies,2896000,489178000,168.91505524861878
2026-01-11,2026-01-17,Gas Stations,17210000,1000691000,58.1459035444509
2026-01-11,2026-01-17,Health,9833000,823640000,83.76283941828537
2026-01-11,2026-01-17,Hotels,1028000,455695000,443.28307392996106
2026-01-11,2026-01-17,Jewelry,307000,406031000,1322.5765472312703
2026-01-11,2026-01-17,Laundry Services,2910000,52603000,18.0766323024055
2026-01-11,2026-01-17,Others,40170000,2256452000,56.172566591984065
2026-01-11,2026-01-17,Professional & Business Services,13467000,820193000,60.90391326947353
2026-01-11,2026-01-17,Public Utilities & Services,814000,51223000,62.92751842751843
2026-01-11,2026-01-17,Recreation & Culture,3865000,365428000,94.54799482535576
2026-01-11,2026-01-17,Restaurants & Cafés,58763000,1847414000,31.438388101356296
2026-01-11,2026-01-17,Telecommunication,4261000,180567000,42.37667214268951
2026-01-11,2026-01-17,Transportation,6015000,944092000,156.95627597672487
2026-01-18,2026-01-24,"Apparel, Clothing & Accessories",8383000,985938000,117.6115948944292
2026-01-18,2026-01-24,Bakeries & Pastries,6410000,229713000,35.83666146645866
2026-01-18,2026-01-24,Construction & Building Materials,2400000,393221000,163.84208333333333
2026-01-18,2026-01-24,Education,222000,392975000,1770.1576576576576
2026-01-18,2026-01-24,Electronic & Electric Devices,1687000,176552000,104.65441612329579
2026-01-18,2026-01-24,Food & Beverages,48804000,1881577000,38.55374559462339
2026-01-18,2026-01-24,Furniture & Home Supplies,2471000,462856000,187.31525698097937
2026-01-18,2026-01-24,Gas Stations,15976000,890118000,55.71594892338508
2026-01-18,2026-01-24,Health,8771000,753088000,85.86113328012769
2026-01-18,2026-01-24,Hotels,760000,351046000,461.90263157894736
2026-01-18,2026-01-24,Jewelry,251000,394622000,1572.199203187251
2026-01-18,2026-01-24,Laundry Services,2430000,43516000,17.907818930041152
2026-01-18,2026-01-24,Others,36293000,1965958000,54.16906841539691
2026-01-18,2026-01-24,Professional & Business Services,11943000,725379000,60.73674956041196
2026-01-18,2026-01-24,Public Utilities & Services,777000,48870000,62.8957528957529
2026-01-18,2026-01-24,Recreation & Culture,3958000,320019000,80.85371399696817
2026-01-18,2026-01-24,Restaurants & Cafés,52920000,1504825000,28.43584656084656
2026-01-18,2026-01-24,Telecommunication,4003000,155433000,38.82912815388459
2026-01-18,2026-01-24,Transportation,5157000,845487000,163.94938917975568
2026-01-25,2026-01-31,"Apparel, Clothing & Accessories",10607000,1335242000,125.88309606863392
2026-01-25,2026-01-31,Bakeries & Pastries,7302000,297244000,40.7072035058888
2026-01-25,2026-01-31,Construction & Building Materials,2782000,447112000,160.7160316319195
2026-01-25,2026-01-31,Education,250000,316403000,1265.612
2026-01-25,2026-01-31,Electronic & Electric Devices,2024000,215565000,106.5044466403162
2026-01-25,2026-01-31,Food & Beverages,55670000,2608259000,46.85214657804922
2026-01-25,2026-01-31,Furniture & Home Supplies,3130000,603738000,192.88753993610223
2026-01-25,2026-01-31,Gas Stations,18226000,1062832000,58.31405684187425
2026-01-25,2026-01-31,Health,10288000,910544000,88.5054432348367
2026-01-25,2026-01-31,Hotels,848000,377098000,444.6910377358491
2026-01-25,2026-01-31,Jewelry,327000,613692000,1876.7339449541284
2026-01-25,2026-01-31,Laundry Services,2935000,62828000,21.40647359454855
2026-01-25,2026-01-31,Others,42658000,2657420000,62.29593511181959
2026-01-25,2026-01-31,Professional & Business Services,14009000,913365000,65.19844385752016
2026-01-25,2026-01-31,Public Utilities & Services,902000,60802000,67.4079822616408
2026-01-25,2026-01-31,Recreation & Culture,4680000,401138000,85.71324786324786
2026-01-25,2026-01-31,Restaurants & Cafés,60365000,1811178000,30.003777023109418
2026-01-25,2026-01-31,Telecommunication,4930000,228613000,46.37180527383367
2026-01-25,2026-01-31,Transportation,6890000,1078158000,156.48156748911467
2026-02-01,2026-02-07,"Apparel, Clothing & Accessories",11087000,1376971000,124.19689726706955
2026-02-01,2026-02-07,Bakeries & Pastries,7569000,314721000,41.58026159334126
2026-02-01,2026-02-07,Construction & Building Materials,2950000,460511000,156.10542372881355
2026-02-01,2026-02-07,Education,247000,238326000,964.8825910931174
2026-02-01,2026-02-07,Electronic & Electric Devices,2079000,219492000,105.57575757575758
2026-02-01,2026-02-07,Food & Beverages,57930000,2686235000,46.37036078025203
2026-02-01,2026-02-07,Furniture & Home Supplies,3459000,658284000,190.31049436253252
2026-02-01,2026-02-07,Gas Stations,17372000,1004073000,57.79835367257656
2026-02-01,2026-02-07,Health,10581000,919762000,86.92581041489463
2026-02-01,2026-02-07,Hotels,851000,392346000,461.0411280846063
2026-02-01,2026-02-07,Jewelry,344000,579571000,1684.7994186046512
2026-02-01,2026-02-07,Laundry Services,2963000,59489000,20.077286533918326
2026-02-01,2026-02-07,Others,44294000,2719315000,61.39240077662889
2026-02-01,2026-02-07,Professional & Business Services,14609000,946053000,64.75823122732562
2026-02-01,2026-02-07,Public Utilities & Services,932000,62220000,66.75965665236052
2026-02-01,2026-02-07,Recreation & Culture,4661000,385337000,82.67260244582708
2026-02-01,2026-02-07,Restaurants & Cafés,61915000,1815367000,29.32031010255996
2026-02-01,2026-02-07,Telecommunication,4991000,214298000,42.93688639551192
2026-02-01,2026-02-07,Transportation,7316000,1053068000,143.9404045926736
2026-02-08,2026-02-14,"Apparel, Clothing & Accessories",11076000,1383755000,124.93273745034308
2026-02-08,2026-02-14,Bakeries & Pastries,7253000,288722000,39.80725217151524
2026-02-08,2026-02-14,Construction & Building Materials,3000000,465400000,155.13333333333333
2026-02-08,2026-02-14,Education,214000,155822000,728.1401869158879
2026-02-08,2026-02-14,Electronic & Electric Devices,2143000,225903000,105.41437237517499
2026-02-08,2026-02-14,Food & Beverages,57508000,2570672000,44.70111984419559
2026-02-08,2026-02-14,Furniture & Home Supplies,3595000,697347000,193.9769123783032
2026-02-08,2026-02-14,Gas Stations,17181000,971050000,56.51882893894418
2026-02-08,2026-02-14,Health,10235000,885678000,86.5342452369321
2026-02-08,2026-02-14,Hotels,837000,380911000,455.09080047789723
2026-02-08,2026-02-14,Jewelry,328000,436002000,1329.2743902439024
2026-02-08,2026-02-14,Laundry Services,2908000,54312000,18.676753782668502
2026-02-08,2026-02-14,Others,43836000,2565310000,58.520622319554704
2026-02-08,2026-02-14,Professional & Business Services,14422000,899594000,62.37650811260574
2026-02-08,2026-02-14,Public Utilities & Services,930000,61658000,66.2989247311828
2026-02-08,2026-02-14,Recreation & Culture,4457000,358140000,80.35449854161992
2026-02-08,2026-02-14,Restaurants & Cafés,60374000,1729862000,28.652433166594893
2026-02-08,2026-02-14,Telecommunication,4606000,173599000,37.68975249674338
2026-02-08,2026-02-14,Transportation,7166000,1032893000,144.13801283840357
2026-02-15,2026-02-21,"Apparel, Clothing & Accessories",10485000,1317039000,125.61173104434907
2026-02-15,2026-02-21,Bakeries & Pastries,6542000,260109000,39.759859370223175
2026-02-15,2026-02-21,Construction & Building Materials,2824000,411695000,145.78434844192634
2026-02-15,2026-02-21,Education,150000,115361000,769.0733333333334
2026-02-15,2026-02-21,Electronic & Electric Devices,2031000,213148000,104.94731659281142
2026-02-15,2026-02-21,Food & Beverages,55158000,2624678000,47.584720258167444
2026-02-15,2026-02-21,Furniture & Home Supplies,3464000,667428000,192.67551963048498
2026-02-15,2026-02-21,Gas Stations,15332000,850572000,55.47691103574224
2026-02-15,2026-02-21,Health,9115000,781966000,85.78891936368623
2026-02-15,2026-02-21,Hotels,636000,338556000,532.3207547169811
2026-02-15,2026-02-21,Jewelry,275000,362291000,1317.4218181818183
2026-02-15,2026-02-21,Laundry Services,2495000,47861000,19.182765531062124
2026-02-15,2026-02-21,Others,39813000,2353133000,59.10463918820486
2026-02-15,2026-02-21,Professional & Business Services,13245000,821045000,61.98905247263118
2026-02-15,2026-02-21,Public Utilities & Services,1036000,63064000,60.87258687258687
2026-02-15,2026-02-21,Recreation & Culture,3452000,296196000,85.80417149478563
2026-02-15,2026-02-21,Restaurants & Cafés,44009000,1239502000,28.16473903065282
2026-02-15,2026-02-21,Telecommunication,4108000,160148000,38.98442064264849
2026-02-15,2026-02-21,Transportation,6401000,981020000,153.2604280581159
2026-02-22,2026-02-28,"Apparel, Clothing & Accessories",12910000,1899191000,147.11006971340046
2026-02-22,2026-02-28,Bakeries & Pastries,6123000,248056000,40.51216723828189
2026-02-22,2026-02-28,Construction & Building Materials,2571000,378351000,147.1610268378063
2026-02-22,2026-02-28,Education,107000,93762000,876.2803738317757
2026-02-22,2026-02-28,Electronic & Electric Devices,1988000,201040000,101.12676056338029
2026-02-22,2026-02-28,Food & Beverages,51317000,2325743000,45.32110216887192
2026-02-22,2026-02-28,Furniture & Home Supplies,3072000,617530000,201.01888020833334
2026-02-22,2026-02-28,Gas Stations,15245000,875090000,57.40177107248278
2026-02-22,2026-02-28,Health,9714000,899673000,92.61612106238418
2026-02-22,2026-02-28,Hotels,662000,376259000,568.3670694864048
2026-02-22,2026-02-28,Jewelry,348000,510452000,1466.816091954023
2026-02-22,2026-02-28,Laundry Services,2734000,59045000,21.59656181419166
2026-02-22,2026-02-28,Others,37094000,2273465000,61.28929206879819
2026-02-22,2026-02-28,Professional & Business Services,12799000,811852000,63.43089303851863
2026-02-22,2026-02-28,Public Utilities & Services,985000,60014000,60.927918781725886
2026-02-22,2026-02-28,Recreation & Culture,3618000,323434000,89.39579878385848
2026-02-22,2026-02-28,Restaurants & Cafés,38178000,1216931000,31.875189899942374
2026-02-22,2026-02-28,Telecommunication,4250000,196318000,46.192470588235295
2026-02-22,2026-02-28,Transportation,6820000,1167294000,171.1574780058651
2026-03-01,2026-03-07,"Apparel, Clothing & Accessories",17118000,2501967000,146.16000701016475
2026-03-01,2026-03-07,Bakeries & Pastries,6640000,292613000,44.068222891566265
2026-03-01,2026-03-07,Construction & Building Materials,2739000,388545000,141.8565169769989
2026-03-01,2026-03-07,Education,117000,130705000,1117.1367521367522
2026-03-01,2026-03-07,Electronic & Electric Devices,2094000,206593000,98.65950334288443
2026-03-01,2026-03-07,Food & Beverages,52952000,2499822000,47.20920833962834
2026-03-01,2026-03-07,Furniture & Home Supplies,3552000,606547000,170.76210585585585
2026-03-01,2026-03-07,Gas Stations,15295000,897895000,58.70513239620791
2026-03-01,2026-03-07,Health,10126000,972154000,96.00572782935019
2026-03-01,2026-03-07,Hotels,711000,334829000,470.9268635724332
2026-03-01,2026-03-07,Jewelry,489000,693112000,1417.4069529652352
2026-03-01,2026-03-07,Laundry Services,2613000,58289000,22.307309605817068
2026-03-01,2026-03-07,Others,39348000,2506215000,63.69358035986581
2026-03-01,2026-03-07,Professional & Business Services,13865000,907144000,65.42690227190768
2026-03-01,2026-03-07,Public Utilities & Services,1020000,62904000,61.67058823529412
2026-03-01,2026-03-07,Recreation & Culture,3582000,338554000,94.51535455053043
2026-03-01,2026-03-07,Restaurants & Cafés,42427000,1395723000,32.89704669196502
2026-03-01,2026-03-07,Telecommunication,4477000,212814000,47.53495644404735
2026-03-01,2026-03-07,Transportation,7047000,1128721000,160.17042713211296
2026-03-08,2026-03-14,"Apparel, Clothing & Accessories",19821000,2833146000,142.9365824125927
2026-03-08,2026-03-14,Bakeries & Pastries,6779000,339719000,50.113438560259624
2026-03-08,2026-03-14,Construction & Building Materials,2758000,371135000,134.56671501087746
2026-03-08,2026-03-14,Education,76000,44348000,583.5263157894736
2026-03-08,2026-03-14,Electronic & Electric Devices,2038000,195388000,95.87242394504416
2026-03-08,2026-03-14,Food & Beverages,51441000,2257461000,43.884469586516595
2026-03-08,2026-03-14,Furniture & Home Supplies,3838000,604801000,157.5823345492444
2026-03-08,2026-03-14,Gas Stations,14682000,840348000,57.23661626481406
2026-03-08,2026-03-14,Health,9851000,946300000,96.06131357222617
2026-03-08,2026-03-14,Hotels,724000,449830000,621.3121546961326
2026-03-08,2026-03-14,Jewelry,590000,785396000,1331.1796610169492
2026-03-08,2026-03-14,Laundry Services,2795000,59694000,21.35742397137746
2026-03-08,2026-03-14,Others,39631000,2475729000,62.469506194645604
2026-03-08,2026-03-14,Professional & Business Services,14071000,894477000,63.56882950749769
2026-03-08,2026-03-14,Public Utilities & Services,966000,57976000,60.01656314699793
2026-03-08,2026-03-14,Recreation & Culture,3467000,331426000,95.59446207095472
2026-03-08,2026-03-14,Restaurants & Cafés,42398000,1392442000,32.842162366149346
2026-03-08,2026-03-14,Telecommunication,4276000,188900000,44.17680074836296
2026-03-08,2026-03-14,Transportation,6727000,1080732000,160.65586442693623
2026-03-15,2026-03-21,"Apparel, Clothing & Accessories",18235000,2334244000,128.00899369344666
2026-03-15,2026-03-21,Bakeries & Pastries,7623000,521945000,68.46976256067165
2026-03-15,2026-03-21,Construction & Building Materials,2389000,246698000,103.26412724989535
2026-03-15,2026-03-21,Education,44000,11930000,271.1363636363636
2026-03-15,2026-03-21,Electronic & Electric Devices,1898000,151877000,80.01949420442571
2026-03-15,2026-03-21,Food & Beverages,49008000,2114391000,43.143792850146916
2026-03-15,2026-03-21,Furniture & Home Supplies,3447000,457545000,132.73716275021758
2026-03-15,2026-03-21,Gas Stations,14657000,824532000,56.25516817902709
2026-03-15,2026-03-21,Health,11013000,823826000,74.80486697539271
2026-03-15,2026-03-21,Hotels,747000,362386000,485.12182061579654
2026-03-15,2026-03-21,Jewelry,637000,1003903000,1575.9858712715857
2026-03-15,2026-03-21,Laundry Services,4036000,74390000,18.431615460852328
2026-03-15,2026-03-21,Others,38134000,2175746000,57.05527875386794
2026-03-15,2026-03-21,Professional & Business Services,13242000,753544000,56.90560338317475
2026-03-15,2026-03-21,Public Utilities & Services,805000,44511000,55.293167701863354
2026-03-15,2026-03-21,Recreation & Culture,3685000,339198000,92.0483039348711
2026-03-15,2026-03-21,Restaurants & Cafés,43956000,1601667000,36.43796068796069
2026-03-15,2026-03-21,Telecommunication,4165000,173596000,41.6797118847539
2026-03-15,2026-03-21,Transportation,6177000,777435000,125.8596406022341
2026-03-22,2026-03-28,"Apparel, Clothing & Accessories",8233000,991487000,120.4283979108466
2026-03-22,2026-03-28,Bakeries & Pastries,6064000,271852000,44.83047493403694
2026-03-22,2026-03-28,Construction & Building Materials,2241000,271823000,121.29540383757251
2026-03-22,2026-03-28,Education,63000,33043000,524.4920634920635
2026-03-22,2026-03-28,Electronic & Electric Devices,1800000,156715000,87.06388888888888
